Station Name,State name,District / Town,Basin Name,River Name,Latitude,longitude,Division Name,Type Of Site
Tenughat Reservoir,Jharkhand,BOKARO,Ganga,Damodar,23.72472222222222,85.83999999999999,"Damodar Division(DD), Asansol",Inflow
NEELEESWARAM,Kerala,ERNAKULAM,West flowing rivers from Tadri to Kanyakumari,Periyar,10.18361111111111,76.49555555555555,"Southern Western River Division(SWRD), Kochi",Level
Belne Bridge,Maharashtra,Sindudurg,West flowing rivers from Tapi to Tadri,Gad,16.22083333333333,73.59472222222222,"Cauvery Division, Bangaluru",Base
Mangrul,Maharashtra,Yavatmal,Godavari,Aran,20.18888888888889,77.98666666666666,"Wainganga Division(WD), Nagpur",Base
Madhopur Headworks_BBMB,Punjab,PATHANKOT,Indus,-,32.3669444444444,75.5994444444444,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Sathanur Dam,Tamil Nadu,Tiruvannamalai,East flowing rivers between Pennar and Kanyakumari,Ponnaiyar,12.183055555555555,78.85,"Hydrology Division(HD),Chennai",Inflow
Tikarpara,Odisha,ANUGUL,Mahanadi,Mahanadi,20.598888888888887,84.78138888888888,"Mahanadi Division(MD), Burla",Base
VADAMADURAI,Tamil Nadu,Madurai,Cauvery,Kodaganar,10.461388888888887,78.05333333333333,"Southern River Division(SRD), Coimbatore",Base
Kosagumda (Bhaskel),Odisha,Nabarangapur,Godavari,Bhaskal,19.27722222222222,82.23305555555555,"Lower Godavari Division(LGD), Hyderabad",Base
Goverdhey ghat,Madhya Pradesh,HARDA,Ganga,Sone,23.769166666666667,81.20527777777778,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Lala,Assam,HAILAKANDI,Barak and Others,Katakhal,24.60777777777778,92.61361111111111,"Meghna Division(MD), Silchar",Base
ORAI-2 Mangrayan,Uttar Pradesh,JALAUN,Ganga,Noon,26.049722222222226,79.39611111111111,"Lower Yamuna Division(LYD), Agra",Base
Bamni,Madhya Pradesh,MANDLA,Narmada,Banjar,22.485,80.37638888888888,"Narmada Division(ND), Bhopal",Base
Sankara,Chhattisgarh,MAHASAMUND,Mahanadi,Jonk,21.28888888888889,82.65138888888889,"Mahanadi Division(MD), Burla",Base
Lemeking,Arunachal Pradesh,UPPER SUBANSIRI,Brahmaputra,Subansiri,28.372777777777777,93.55972222222222,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
YENNEHOLE,Karnataka,Udupi,West flowing rivers from Tadri to Kanyakumari,Swarna,13.294166666666667,74.98083333333334,"Southern Western River Division(SWRD), Kochi",Base
Kalimachak at Charuwa,Madhya Pradesh,HARDA,Narmada,Narmada,22.07361111111111,76.91472222222222,"Narmada Division(ND), Bhopal",Base
Marol,Karnataka,Haveri,Krishna,Varadha,14.93888888888889,75.61805555555554,"Cauvery Division, Bangaluru",Base
Kolipal,Odisha,KENDUJHAR,Brahmani and Baitarni,-,21.43888888888889,85.18777777777778,"Eastern Rivers Division(ERD), Bhubaneswar",Base
DUDHNAI,Assam,GOALPARA,Brahmaputra,Dudhnai,25.980555555555554,90.79055555555556,"Middle Brahmaputra Division (MBD), Guwahati",Base
JAMALPUR,West Bengal,PURBA BARDHAMAN,Ganga,Damodar,23.083055555555557,87.93333333333334,"Damodar Division(DD), Asansol",Base
Kasmabad,Uttar Pradesh,GHAZIPUR,Ganga,Chhoti Saryu,25.835555555555555,83.75416666666666,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Kurnool Town,Andhra Pradesh,KURNOOL,Krishna,Tungabhadra,15.845,78.0375,"Lower Krishna Division(LKD), Hyderabad",Level
Paliakalan,Uttar Pradesh,Lakhimpur Kheri,Ganga,Sarda,28.384999999999998,80.55333333333333,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Wanakbori Weir,Gujarat,Mahisagar,Mahi,Mahi,22.9475,73.42944444444444,"Executive Engineer, Mahi Divison, Gandhinagar",Level
Changsari,Assam,KAMRUP,Brahmaputra,-,26.254722222222224,91.66027777777778,"Middle Brahmaputra Division (MBD), Guwahati",Base
Konar Reservoir,Jharkhand,HAZARIBAG,Ganga,Konark,23.929444444444446,85.76194444444444,"Damodar Division(DD), Asansol",Inflow
Borad at Thikri,Madhya Pradesh,BARWANI,Narmada,Borad,22.073055555555555,75.4038888888889,"Narmada Division(ND), Bhopal",Base
NELLIPPALLI,Kerala,Kollam,West flowing rivers from Tadri to Kanyakumari,Kallada,9.027777777777779,76.92472222222223,"Southern Western River Division(SWRD), Kochi",Base
VARRAI,Dadra & Nagar Haveli,Dadra And Nagar Haveli,West flowing rivers from Tapi to Tadri,Sakkartond,20.284166666666668,72.99972222222222,"Executive Engineer, Tapi Division, Surat",Base
Warna Dam,Maharashtra,Kolhapur,Krishna,Warna,17.13,73.86,"Upper Krishna Division(UKD), Pune",Inflow
Borkhola,Assam,CACHAR,Barak and Others,Jatinga,24.924166666666668,92.75333333333333,"Meghna Division(MD), Silchar",Base
Bangapani,Uttarakhand,Pithoragarh,Ganga,Gauri Ganga,29.959444444444443,80.30444444444444,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Ramakona,Madhya Pradesh,UMARIA,Godavari,Kanhan,21.718888888888888,78.82416666666666,"Wainganga Division(WD), Nagpur",Base
Ramsanehi Ghat,Uttar Pradesh,BARABANKI,Ganga,Kalyani,26.789722222222224,81.56416666666667,"Middle Ganga Division-II(MGD-II), Lucknow",Base
LAMYARI,Uttar Pradesh,CHITRAKOOT,Ganga,Baghain,25.48222222222222,80.99583333333334,"Lower Yamuna Division(LYD), Agra",Base
Umroi,Meghalaya,RI BHOI,Brahmaputra,UMIAM,25.710555555555555,91.99194444444444,"Meghna Investigation Division(MID), Shillong",Base
Rangeli,Rajasthan,DUNGARPUR,Mahi,Som,23.872222222222224,74.22333333333333,"Executive Engineer, Mahi Divison, Gandhinagar",Base
JARAINA,Madhya Pradesh,MORENA,Ganga,Asan,26.43277777777778,77.90222222222222,"Lower Yamuna Division(LYD), Agra",Base
Marchula,Uttarakhand,Almora,Ganga,Ramganga,29.60611111111111,79.09277777777777,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Ganod,Gujarat,Rajkot,West flowing rivers of Kutch and Saurashtra including Luni,Bhadar,21.665555555555553,70.18083333333334,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Pench Reservoir (Machagora Dam),Madhya Pradesh,CHHINDWARA,Godavari,Pench,22.119444444444444,79.17361111111111,"Wainganga Division(WD), Nagpur",Inflow
Golaghat,Assam,GOLAGHAT,Brahmaputra,Dhansiri (South),26.504,93.95197222222222,"Upper Brahmaputra Division (UBD), Dibrugarh",Level
Somanpally(Seasonal),Telangana,KARIMNAGAR,Godavari,Maner,18.616666666666667,79.8,"Upper Godavari Division(UGD), Hyderabad",Base
PALAKADAVU,Kerala,THRISSUR,West flowing rivers from Tadri to Kanyakumari,Karuvannur,10.424999999999999,76.23777777777778,"Southern Western River Division(SWRD), Kochi",Base
KALNA (Ebb),West Bengal,PURBA BARDHAMAN,Ganga,Bhagirathi-II (WB)*,23.220277777777778,88.37249999999999,"Lower Ganga Division III(LGD-III), Berhampore",Base
Prakasam Barrage,Andhra Pradesh,KRISHNA,Krishna,Krishna,16.5,80.6,"Lower Krishna Division(LKD), Hyderabad",Inflow
Jenapur,Odisha,JAJAPUR,Brahmani and Baitarni,Brahmani,20.879722222222224,86.01083333333334,"Eastern Rivers Division(ERD), Bhubaneswar",Level
BADAUSA,Uttar Pradesh,BANDA,Ganga,Baghain,25.239444444444445,80.66083333333334,"Lower Yamuna Division(LYD), Agra",Base
PAILANI DERA,Uttar Pradesh,BANDA,Ganga,KEN,25.77638888888889,80.42166666666667,"Lower Yamuna Division(LYD), Agra",Base
CHIRIPOOL,Assam,CACHAR,Barak and Others,Barak,24.80388888888889,93.02055555555556,"Meghna Division(MD), Silchar",Base
Udwantnagar,Bihar,BHOJPUR,Ganga,Ganga,25.526944444444442,84.58638888888889,"Lower Ganga Division-II(LGD-II), Patna",Base
Palmerganj,Bihar,AURANGABAD,Ganga,Punpun,24.858611111111113,84.31138888888889,"Lower Ganga Division-II(LGD-II), Patna",Base
Sher at Kacchara,Madhya Pradesh,NARSIMHAPUR,Narmada,Sher,22.823888888888888,79.4575,"Narmada Division(ND), Bhopal",Base
BURLA,Odisha,SAMBALPUR,Mahanadi,Mahanadi,21.508333333333333,83.88305555555554,"Mahanadi Division(MD), Burla",Base
SANKO GHAT,West Bengal,MURSHIDABAD,Ganga,Tepra,24.156388888888888,88.01722222222222,"Damodar Division(DD), Asansol",Base
Kanuru Agraharam (Vashista),Andhra Pradesh,WEST GODAVARI,Godavari,-,16.829166666666666,81.75472222222223,"Lower Godavari Division(LGD), Hyderabad",Base
HOLEHONNUR,Karnataka,Shivamogga,Krishna,Bhadra,13.97638888888889,75.68527777777778,"Cauvery Division, Bangaluru",Base
Melkalpoondi,Tamil Nadu,Cuddalore,East flowing rivers between Pennar and Kanyakumari,Vellar,11.435277777777777,78.9388888888889,"Hydrology Division(HD),Chennai",Base
Bhunter on Parvati River_BBMB,Himachal Pradesh,KULLU,Indus,Beas,31.89361111111111,77.14694444444446,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Pathardihi,Chhattisgarh,RAIPUR,Mahanadi,kharun,21.341944444444444,81.59277777777777,"Mahanadi Division(MD), Burla",Base
Karanja Dam,Karnataka,Bidar,Godavari,Karanja,17.88,77.31,"Upper Godavari Division(UGD), Hyderabad",Inflow
Dhobahat,Uttar Pradesh,BASTI,Ganga,Ghagra,26.60777777777778,82.63694444444445,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Badlaghat,Bihar,KHAGARIA,Ganga,Bagmati,25.571666666666665,86.59027777777777,"Lower Ganga Division-I(LGD-I), Patna",Base
Nongstoin-I (Mawthungkper),Meghalaya,West Khasi Hills,Barak and Others,kynshi,25.467777777777776,91.30111111111111,"Meghna Investigation Division(MID), Shillong",Base
UBDC at RD 77060,Punjab,PATHANKOT,Indus,Satluj,32.16444444444444,75.5625,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Degloor,Maharashtra,Nanded,Godavari,Lendi,18.545555555555556,77.5775,"Upper Godavari Division(UGD), Hyderabad",Base
KARATHODU,Kerala,MALAPPURAM,West flowing rivers from Tadri to Kanyakumari,Kadalundi,11.056944444444445,76.03944444444444,"Southern Western River Division(SWRD), Kochi",Base
Brahmakhaal,Uttarakhand,Uttarkashi,Ganga,Dusk,30.695,78.29722222222222,"Himalayan Ganga Division,Haridwar",Base
Sitapur,Uttar Pradesh,SITAPUR,Ganga,Sarayan,27.571944444444444,80.68583333333333,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Gungan,Gujarat,Rajkot,West flowing rivers of Kutch and Saurashtra including Luni,Machhu,22.961666666666666,70.76444444444445,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Mohana,Odisha,GAJAPATI,East flowing rivers between Mahanadi and Pennar,Harbhangi,19.44472222222222,84.26138888888889,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Nimmu,Ladakh,Leh,Indus,-,34.17583333333333,77.32972222222222,"Chenab Division(CD), Jammu",Base
Upshi,Ladakh,Leh,Indus,-,33.82833333333333,77.81555555555555,"Chenab Division(CD), Jammu",Base
Sanjak (Kanji Nallah),Ladakh,KARGIL,Indus,-,34.57490000000001,76.528,"Chenab Division(CD), Jammu",Base
Polavaram site,Andhra Pradesh,ELURU,Godavari,Godavari,17.245833333333334,81.65972222222223,"Lower Godavari Division(LGD), Hyderabad",Base
Chilling near Nimmu,Ladakh,KARGIL,Indus,Zaskar,34.15972222222222,77.32055555555556,"Chenab Division(CD), Jammu",Base
Shilikchey (Kargil),Ladakh,KARGIL,Indus,-,34.58638888888889,76.12416666666665,"Chenab Division(CD), Jammu",Base
Balaghat,Madhya Pradesh,BALAGHAT,Godavari,Wainganga,21.80527777777778,80.15833333333335,"Wainganga Division(WD), Nagpur",Base
Dah,Ladakh,KARGIL,Indus,-,34.603611111111114,76.50555555555556,"Chenab Division(CD), Jammu",Base
Kathlour,Punjab,PATHANKOT,Indus,Ravi,32.245,75.43333333333334,"Chenab Division(CD), Jammu",Base
YERLI,Maharashtra,Buldana,Tapi,Purna,20.93638888888889,76.47416666666666,"Executive Engineer, Tapi Division, Surat",Base
Basantar,Jammu & Kashmir,SAMBA,Indus,Ravi,32.5225,75.05333333333333,"Chenab Division(CD), Jammu",Base
BEDEPARA,West Bengal,MURSHIDABAD,Ganga,Padma,24.139166666666664,88.69694444444445,"Lower Ganga Division III(LGD-III), Berhampore",Base
Patharkandi,Assam,KARIMGANJ,Barak and Others,Longai,24.578055555555554,92.31388888888888,"Meghna Division(MD), Silchar",Base
Narsingpur,Maharashtra,Solapur,Krishna,Bhima,17.97138888888889,75.13916666666667,"Upper Krishna Division(UKD), Pune",Base
Shetrunji dam,Gujarat,Bhavnagar,,,21.473333333333333,71.88027777777778,"Executive Engineer, Mahi Divison, Gandhinagar",Inflow
GHOUSHAL,Himachal Pradesh,LAHUL and SPITI,Indus,Chandra,32.54611111111111,76.97194444444445,"Snow Hydrology Division(SHD), Shimla",Base
Chakghat,Uttar Pradesh,PRAYGRAJ,Ganga,Tons,25.033333333333335,81.73472222222222,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Bardoh,Jammu & Kashmir,JAMMU,Indus,Chenab,32.915277777777774,74.42416666666666,"Chenab Division(CD), Jammu",Base
Bari Pattan,Jammu & Kashmir,RAJAURI,Indus,Tawi,33.06944444444445,74.36555555555555,"Chenab Division(CD), Jammu",Base
Dharmari,Jammu & Kashmir,Reasi,Indus,Chenab,33.2625,74.83055555555555,"Chenab Division(CD), Jammu",Base
PACHAWALI,Madhya Pradesh,SHIVPURI,Ganga,Sindh,25.17888888888889,77.68694444444445,"Lower Yamuna Division(LYD), Agra",Base
Neeru Nallah,Jammu & Kashmir,DODA,Indus,Chenab,33.092222222222226,75.58944444444444,"Chenab Division(CD), Jammu",Base
Kalnai Nallah,Jammu & Kashmir,DODA,Indus,Chenab,33.144444444444446,75.80305555555556,"Chenab Division(CD), Jammu",Base
Kuriya Pul,Jammu & Kashmir,KISHTWAR,Indus,Marusudar,33.37138888888889,75.72111111111111,"Chenab Division(CD), Jammu",Base
Mayambadi,Tamil Nadu,Kallakurichi,East flowing rivers between Pennar and Kanyakumari,Gomukha,11.737499999999999,78.79083333333332,"Hydrology Division(HD),Chennai",Base
Bhut Nallah,Jammu & Kashmir,KISHTWAR,Indus,Chenab,33.27166666666667,76.16638888888889,"Chenab Division(CD), Jammu",Base
Thoothibari,Uttar Pradesh,Maharajganj,Ganga,Chandan,27.415277777777778,83.69277777777778,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Majitar,Sikkim,NAMCHI,Brahmaputra,Teesta,27.107222222222223,88.32222222222222,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
MAMUDPUR,West Bengal,MURSHIDABAD,Ganga,Tepra,23.839444444444442,87.96833333333333,"Damodar Division(DD), Asansol",Base
Lalganj,Uttar Pradesh,Raibareli,Ganga,Loni,26.11138888888889,80.92222222222223,"Middle Ganga Division-II(MGD-II), Lucknow",Base
HOOVINAHOLE,Karnataka,Chitradurga,Krishna,Swarnamukhi,13.9825,76.74916666666667,"Cauvery Division, Bangaluru",Base
Jaikwadi Dam,Maharashtra,Aurangabad,Godavari,Godavari,19.487222222222222,75.3711111111111,"Upper Godavari Division(UGD), Hyderabad",Inflow
Chenimari (Khowang),Assam,DIBRUGARH,Brahmaputra,Buridehing,27.31222222222222,94.88166666666666,"Upper Brahmaputra Division (UBD), Dibrugarh",Level
Kishanpur Manwal,Jammu & Kashmir,UDHAMPUR,Indus,Tawi,32.776944444444446,75.14416666666668,"Chenab Division(CD), Jammu",Base
KODAGANAR DAM,Tamil Nadu,Dindigul,Cauvery,Kodaganar,10.593055555555557,77.97194444444445,"Southern River Division(SRD), Coimbatore",Inflow
Latoo,Ladakh,KARGIL,Indus,-,34.592400000000005,75.9774,"Chenab Division(CD), Jammu",Base
Fatehpora,Jammu & Kashmir,Ganderbal,Indus,Jhelum,34.196,74.77,"Chenab Division(CD), Jammu",Base
Nyoma,Ladakh,Leh,Indus,-,33.19583333333333,78.60638888888889,"Chenab Division(CD), Jammu",Base
Ekchari,Bihar,BHAGALPUR,Ganga,Ganga,25.231666666666666,87.20916666666668,"Lower Ganga Division-II(LGD-II), Patna",Base
Pindi Parolian,Punjab,PATHANKOT,Indus,Ujh,32.30138888888889,75.37638888888888,"Chenab Division(CD), Jammu",Base
Jalali Nallah,Punjab,PATHANKOT,Indus,Ravi,32.28638888888889,75.38361111111112,"Chenab Division(CD), Jammu",Base
Bainch,Jammu & Kashmir,PUNCH,Indus,Poonch,33.75833333333333,74.09555555555555,"Chenab Division(CD), Jammu",Base
Kakarghatti,Bihar,DARBHANGA,Ganga,Kamalabalan,26.18861111111111,85.95083333333334,"Lower Ganga Division-I(LGD-I), Patna",Base
Chindnar,Chhattisgarh,DANTEWADA,Godavari,Indravathi,19.083055555555557,81.3,"Lower Godavari Division(LGD), Hyderabad",Base
Bamnidhi,Chhattisgarh,JANJGIR - CHAMPA,Mahanadi,Hasdeo,21.9,82.71333333333334,"Mahanadi Division(MD), Burla",Base
GARHAKOTA,Madhya Pradesh,SAGAR,Ganga,Sonar,23.784722222222225,79.14361111111111,"Lower Yamuna Division(LYD), Agra",Base
Dihingmukh,Assam,SIVSAGAR,Brahmaputra,Buridehing,27.255277777777778,94.73916666666666,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Lucknow MGD-1,Uttar Pradesh,LUCKNOW,,,26.884444444444444,80.94888888888889,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Araria,Bihar,ARARIA,Ganga,Parman,26.125,87.49305555555556,"Lower Ganga Division-I(LGD-I), Patna",Level
Makora Pattan,Punjab,GURDASPUR,Indus,Ravi,32.18833333333333,75.3625,"Chenab Division(CD), Jammu",Base
KELLODU,Karnataka,Chitradurga,Krishna,Vedavathi,13.754166666666666,76.31972222222223,"Cauvery Division, Bangaluru",Base
Baramulla,Jammu & Kashmir,BARAMULA,Indus,Jhelum,34.20866666666667,74.33661111111111,"Chenab Division(CD), Jammu",Base
Sonmarg,Jammu & Kashmir,Ganderbal,Indus,Jhelum,34.30305555555555,75.26277777777777,"Chenab Division(CD), Jammu",Base
Jaldhaka NH-31,West Bengal,JALPAIGURI,Brahmaputra,Jaldhaka,26.56972222222222,88.9375,"Lower Brahmaputra Division (LBD), Jalpaiguri",Level
Kralpora,Jammu & Kashmir,BADGAM,Indus,Doodganga,33.99722222222222,74.81361111111111,"Chenab Division(CD), Jammu",Base
Arwani,Jammu & Kashmir,ANANTNAG,Indus,Vishow,33.79416666666666,75.0675,"Chenab Division(CD), Jammu",Base
Rumshi,Jammu & Kashmir,PULWAMA,Indus,Jhelum,33.94947222222222,74.92972222222222,"Chenab Division(CD), Jammu",Base
Watchi,Jammu & Kashmir,PULWAMA,Indus,Rambiara,33.810138888888886,75.03138888888888,"Chenab Division(CD), Jammu",Base
Maholi,Uttar Pradesh,SITAPUR,Ganga,Kathna,27.658055555555553,80.46472222222222,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Thakraha,Bihar,PASHCHIM CHAMPARAN,Ganga,Gandak,26.792222222222225,84.26972222222223,"Lower Ganga Division-I(LGD-I), Patna",Base
Bansi,Uttar Pradesh,SIDDHARTHNAGAR,Ganga,Rapti,27.189166666666665,82.94,"Middle Ganga Division-I(MGD-I), Lucknow",Level
LALGANJ,Uttar Pradesh,MIRZAPUR,Ganga,Belan,24.924722222222222,82.25777777777778,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Devprayag (B),Uttarakhand,Tehri Garhwal,Ganga,Bhagirathi,30.151944444444442,78.59944444444444,"Himalayan Ganga Division,Haridwar",Base
Nanded,Maharashtra,Nanded,Godavari,Godavari,19.15,77.31,"Upper Godavari Division(UGD), Hyderabad",Level
PULLAKKAYAR,Kerala,KOTTAYAM,West flowing rivers from Tapi to Tadri,Manimala,9.574444444444444,76.88611111111112,"Southern Western River Division(SWRD), Kochi",Base
FATEHGANJ (E),Uttar Pradesh,BAREILLY,Ganga,Begul (Apsara),28.06833333333333,79.63527777777779,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Rangpo Dam,Sikkim,PAKYONG,Brahmaputra,Rangpochu,27.240000000000002,88.71000000000001,"Sikkim Investigation Division, Gangtok",Inflow
Rongli Dam,Sikkim,PAKYONG,Brahmaputra,Rongli Chu,27.2,88.71000000000001,"Sikkim Investigation Division, Gangtok",Inflow
Khaltsi,Ladakh,Leh,Indus,-,34.32777777777778,76.84916666666666,"Chenab Division(CD), Jammu",Base
Dumkhar,Ladakh,Leh,Indus,-,34.38027777777778,76.77361111111111,"Chenab Division(CD), Jammu",Base
Nahargarh,Madhya Pradesh,MANDSAUR,Ganga,Shivna,24.190277777777776,75.23555555555555,"Chambal Division(CD), Jaipur",Base
Melaganur,Andhra Pradesh,KURNOOL,Krishna,Tungabhadra,15.845555555555556,77.02527777777777,"Lower Krishna Division(LKD), Hyderabad",Base
MAU,Uttar Pradesh,MAU,Ganga,Chhoti Saryu,26.947777777777777,83.57583333333334,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Nawada,Bihar,NAWADA,Ganga,Ganga,24.883888888888887,85.55027777777778,"Lower Ganga Division-II(LGD-II), Patna",Base
BAROOD,Madhya Pradesh,GUNA,Ganga,Sindh,24.371944444444445,77.50583333333333,"Lower Yamuna Division(LYD), Agra",Base
Goalpara,Assam,GOALPARA,Brahmaputra,Brahmaputra,26.184722222222224,90.63388888888889,"Middle Brahmaputra Division (MBD), Guwahati",Level
CHOWKHAMGHAT,Arunachal Pradesh,LOHIT,Brahmaputra,Lohit,27.847777777777775,96.02833333333334,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Pali,Rajasthan,SAWAI MADHOPUR,Ganga,Chambal,25.854722222222225,76.56777777777778,"Chambal Division(CD), Jaipur",Base
Sandia,Madhya Pradesh,HOSHANGABAD,Narmada,Narmada,22.91611111111111,78.34777777777778,"Narmada Division(ND), Bhopal",Base
AGRA(POIYAGHAT),Uttar Pradesh,AGRA,Ganga,Yamuna,27.254166666666666,78.02305555555556,"Lower Yamuna Division(LYD), Agra",Base
Shalkhar,Himachal Pradesh,KINNAUR,Indus,Spiti,31.999444444444446,78.57305555555556,"Snow Hydrology Division(SHD), Shimla",Base
Naugaon,Uttarakhand,Uttarkashi,Ganga,Yamuna,30.791666666666668,78.13805555555557,"Upper Yamuna Division(UYD), New Delhi",Base
DHUPESHWAR,Maharashtra,Buldana,Tapi,Purna,20.9575,76.27916666666667,"Executive Engineer, Tapi Division, Surat",Base
Beda at Satwadi(Gogawa),Madhya Pradesh,Khargone,Narmada,Beda,21.91777777777778,75.74833333333333,"Narmada Division(ND), Bhopal",Base
LABHA,Bihar,KATIHAR,Ganga,Fulhar,25.430555555555557,87.76833333333333,"Lower Ganga Division III(LGD-III), Berhampore",Base
KALPI,Uttar Pradesh,JALAUN,Ganga,Yamuna,26.129166666666666,79.75944444444444,"Lower Yamuna Division(LYD), Agra",Level
Lakhoura,Bihar,PURBA CHAMPARAN,Ganga,Burhi Gandak,26.720555555555553,84.97222222222223,"Lower Ganga Division-I(LGD-I), Patna",Base
Chandradeepghat,Uttar Pradesh,GONDA,Ganga,Kwano,27.135555555555555,82.50083333333333,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Tarpur,Odisha,JAGATSINGHAPUR,Mahanadi,Mahanadi,20.35777777777778,86.23,"Mahanadi Division(MD), Burla",Base
Mathura (Prayag ghat),Uttar Pradesh,MATHURA,Ganga,Yamuna,27.50412222222222,77.68723333333334,"Upper Yamuna Division(UYD), New Delhi",Level
Bhikiasen,Uttarakhand,Almora,Ganga,Ramganga,29.696944444444444,79.2611111111111,"Middle Ganga Division-II(MGD-II), Lucknow",Base
